TIME;VELOCITY
0.000000;0.000000
20.000000;176.207413
40.000000;278.222229
60.000000;333.866699
80.000000;417.333374
100.000000;491.525970
120.000000;565.718506
140.000000;612.088928
160.000000;677.007446
180.000000;732.651855
200.000000;760.474121
220.000000;797.570435
240.000000;881.037048
260.000000;890.311157
280.000000;936.681519
300.000000;973.777832
320.000000;964.503784
340.000000;992.325989
360.000000;1020.148193
380.000000;1047.970459
400.000000;1085.066650
420.000000;1094.340820
440.000000;1085.066650
460.000000;1085.066650
480.000000;1112.888916
500.000000;1187.081543
520.000000;1103.614868
540.000000;1140.711182
560.000000;1168.533447
580.000000;1149.985229
600.000000;1187.081543
620.000000;1177.807495
640.000000;1168.533447
660.000000;1177.807495
680.000000;1177.807495
700.000000;1187.081543
720.000000;1196.355591
740.000000;1196.355591
760.000000;1233.451904
780.000000;1187.081543
800.000000;1233.451904
820.000000;1224.177734
840.000000;1214.903809
860.000000;1224.177856
880.000000;1233.451904
900.000000;1261.274170
920.000000;1214.903809
940.000000;1252.000000
960.000000;1252.000000
980.000000;1233.451904
1000.000000;1214.903809
1020.000000;1205.629639
1040.000000;1214.903809
1060.000000;1233.451904
1080.000000;1233.451904
1100.000000;1261.274170
1120.000000;1242.725952
1140.000000;1233.451904
1160.000000;1214.903809
1180.000000;1214.903809
1200.000000;1224.177856
1220.000000;1242.725952
1240.000000;1224.177856
1260.000000;1224.177856
1280.000000;1233.451904
1300.000000;1242.725952
1320.000000;1261.274170
1340.000000;1242.726074
1360.000000;1233.451904
1380.000000;1242.725952
1400.000000;1214.903809
1420.000000;1252.000000
1440.000000;1279.822266
1460.000000;1233.451904
1480.000000;1233.451904
1500.000000;1252.000000
1520.000000;1242.725952
1540.000000;1261.274170
1560.000000;1233.451904
1580.000000;1242.725952
