TIME;ANGLE VELOCITY
0.000000;0.000000
5.000000;261.766663
10.000000;0.000000
15.000000;0.000000
20.000000;0.000000
25.000000;0.000000
30.000000;0.000000
35.000000;0.000000
40.000000;261.766663
45.000000;261.766663
50.000000;0.000000
55.000000;0.000000
60.000000;0.000000
65.000000;0.000000
70.000000;523.533325
75.000000;0.000000
80.000000;0.000000
85.000000;0.000000
90.000000;523.533325
95.000000;0.000000
100.000000;0.000000
105.000000;261.766663
110.000000;261.766663
115.000000;0.000000
120.000000;261.766663
125.000000;261.766663
130.000000;0.000000
135.000000;523.533325
140.000000;0.000000
145.000000;261.766663
150.000000;261.766663
155.000000;261.766663
160.000000;261.766663
165.000000;261.766663
170.000000;261.766663
175.000000;261.766663
180.000000;261.766663
185.000000;261.766663
190.000000;261.766663
195.000000;523.533325
200.000000;261.766663
205.000000;261.766663
210.000000;261.766663
215.000000;523.533325
220.000000;523.533325
225.000000;0.000000
230.000000;523.533325
235.000000;523.533325
240.000000;261.766663
245.000000;261.766663
250.000000;523.533325
255.000000;523.533325
260.000000;523.533325
265.000000;261.766663
270.000000;523.533325
275.000000;261.766663
280.000000;523.533325
285.000000;261.766663
290.000000;523.533325
295.000000;523.533325
300.000000;523.533325
305.000000;523.533325
310.000000;523.533325
315.000000;261.766663
320.000000;261.766663
325.000000;523.533325
330.000000;523.533325
335.000000;523.533325
340.000000;523.533325
345.000000;523.533325
350.000000;523.533325
355.000000;785.299988
360.000000;523.533325
365.000000;523.533325
370.000000;523.533325
375.000000;523.533325
380.000000;523.533325
385.000000;523.533325
390.000000;523.533325
395.000000;523.533325
400.000000;523.533325
405.000000;523.533325
410.000000;785.299988
415.000000;523.533325
420.000000;523.533325
425.000000;523.533325
430.000000;523.533325
435.000000;785.299988
440.000000;523.533325
445.000000;785.299988
450.000000;523.533325
455.000000;523.533325
460.000000;785.299988
465.000000;523.533325
470.000000;785.299988
475.000000;523.533325
480.000000;785.299988
485.000000;523.533325
490.000000;523.533325
495.000000;785.299988
500.000000;785.299988
505.000000;523.533325
510.000000;523.533325
515.000000;785.299988
520.000000;785.299988
525.000000;523.533325
530.000000;785.299988
535.000000;523.533325
540.000000;1047.066650
545.000000;523.533325
550.000000;523.533325
555.000000;1047.066650
560.000000;523.533325
565.000000;785.299988
570.000000;523.533325
575.000000;1047.066650
580.000000;523.533325
585.000000;523.533325
590.000000;1047.066650
595.000000;523.533325
600.000000;785.299988
605.000000;785.299988
610.000000;785.299988
