TIME;VELOCITY
2600.000000;590.327515
2610.000000;590.627563
2620.000000;590.809265
2630.000000;590.851929
2640.000000;590.798523
2650.000000;590.627991
2660.000000;590.341003
2670.000000;589.919312
2680.000000;589.407837
2690.000000;588.788452
2700.000000;588.063232
2710.000000;587.238281
2720.000000;586.297058
2730.000000;585.289307
2740.000000;584.176392
2750.000000;583.007202
2760.000000;581.768555
2770.000000;580.444641
2780.000000;579.065002
2790.000000;577.659241
2800.000000;576.214478
2810.000000;574.738342
2820.000000;573.261780
2830.000000;571.751099
2840.000000;570.214722
2850.000000;568.681641
2860.000000;567.203918
2870.000000;565.726685
2880.000000;564.279541
2890.000000;562.847961
2900.000000;561.484497
2910.000000;560.173157
2920.000000;558.943665
2930.000000;557.717468
2940.000000;556.606628
2950.000000;555.576172
2960.000000;554.629395
2970.000000;553.772583
2980.000000;552.986450
2990.000000;552.318970
